label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
WATER,0.0,0.0,0.0,-0.073478102684021,-0.038207292556762695,-0.049766444296210466,-0.1286606788635254,-0.1322043538093567,-0.039486431211798845,-0.16482555866241455,-0.1997283697128296,-0.010152605988650976,-0.1551065444946289,-0.2287524938583374,0.027474993213445487,-0.06475502252578735,-0.2815169095993042,-0.02119442696925944,-0.09770387411117554,-0.38875335454940796,-0.0005203328189509193,-0.10611361265182495,-0.4392014443874359,0.013609030588895621,-0.10647660493850708,-0.4916793704032898,0.023895849778682532,-0.0438997745513916,-0.283441960811615,0.02197871667090112,-0.06297850608825684,-0.41529542207717896,0.048396370678574385,-0.07384258508682251,-0.500962883234024,0.059372282891899886,-0.07292932271957397,-0.564557284116745,0.0658225932413643,-0.03313565254211426,-0.26446324586868286,0.06103335258308107,-0.08686709403991699,-0.31977027654647827,0.07654742833915407,-0.13260799646377563,-0.30286186933517456,0.06250581827703172,-0.15491479635238647,-0.2879791855812073,0.054747975736290755,-0.030104756355285645,-0.24254107475280762,0.09677635070625001,-0.08300209045410156,-0.26841580867767334,0.09982622352185899,-0.1146324872970581,-0.25404447317123413,0.08355508682075197,-0.12753158807754517,-0.22782522439956665,0.07310549852195436
WATER,0.0,0.0,0.0,-0.0714523196220398,-0.024896204471588135,-0.04597987710349116,-0.140109121799469,-0.11884236335754395,-0.045561515827102994,-0.1862058937549591,-0.19980835914611816,-0.0348374742161468,-0.16808786988258362,-0.24247527122497559,-0.017141434464974736,-0.07591837644577026,-0.3015693426132202,-0.012781169366462564,-0.12080192565917969,-0.41637247800827026,-0.012561178867144918,-0.1436569094657898,-0.47898033261299133,-0.013568190027399396,-0.15951749682426453,-0.5394887924194336,-0.015013144452495908,-0.0645904541015625,-0.3118906617164612,0.008779404583947326,-0.09086960554122925,-0.4560859203338623,0.009608508918063308,-0.11362302303314209,-0.5396665930747986,0.0036834521606579074,-0.12487739324569702,-0.6135159432888031,-2.9230140171421226e-05,-0.05864918231964111,-0.2960367798805237,0.024383750643210078,-0.11985087394714355,-0.3590492606163025,0.008669512245432998,-0.15289631485939026,-0.28565555810928345,-0.008150147375090455,-0.16210100054740906,-0.2372707724571228,-0.011963204581661557,-0.053414106369018555,-0.2664926052093506,0.036548721503095294,-0.11254656314849854,-0.28623712062835693,0.017631132986025477,-0.13461607694625854,-0.23009276390075684,0.0025228328458979377,-0.13509923219680786,-0.18234366178512573,-0.0036673216227427474
WATER,0.0,0.0,0.0,-0.06948709487915039,-0.01844000816345215,-0.046596153975315246,-0.13994675874710083,-0.10888254642486572,-0.04692740306336418,-0.1889963150024414,-0.18086403608322144,-0.03731212332922951,-0.17457720637321472,-0.21398627758026123,-0.02210877031166092,-0.0923224687576294,-0.3000369668006897,-0.008161574006862793,-0.13142085075378418,-0.4084862470626831,-0.0041795893207563495,-0.15229293704032898,-0.4694596827030182,-0.003900705008618388,-0.16481485962867737,-0.5260560810565948,-0.004315354266054783,-0.0821639895439148,-0.3097119927406311,0.01565177053134903,-0.10433691740036011,-0.4460177421569824,0.02666871122937664,-0.12480902671813965,-0.5229106247425079,0.0276268391303347,-0.13770490884780884,-0.5925895869731903,0.027783491312675324,-0.07306593656539917,-0.293642520904541,0.03247434332888588,-0.1233871579170227,-0.3557703495025635,0.030480657368116226,-0.16079860925674438,-0.32612836360931396,0.014973085037581768,-0.17959675192832947,-0.3131258487701416,0.007847572340779152,-0.06331264972686768,-0.2616150379180908,0.04495714291851982,-0.11530059576034546,-0.2769585847854614,0.036314365117959824,-0.13848000764846802,-0.23957151174545288,0.022294413893632736,-0.1432265043258667,-0.2074795365333557,0.014588287695460167
WATER,0.0,0.0,0.0,-0.051740050315856934,-0.06603026390075684,-0.012027709901303751,-0.10585355758666992,-0.10947489738464355,0.0011530692754604388,-0.14806219935417175,-0.09132504463195801,0.01644889156523277,-0.17461326718330383,-0.06368649005889893,0.034132241115003126,-0.08687800168991089,-0.2400989532470703,0.031106131926208036,-0.11954516172409058,-0.342906653881073,0.04114608357849647,-0.14007306098937988,-0.40428459644317627,0.04513621594014694,-0.1535363495349884,-0.4535835087299347,0.04779900129142334,-0.10662293434143066,-0.20370566844940186,0.040028772160439985,-0.139509379863739,-0.29356062412261963,0.054757791414886015,-0.16158387064933777,-0.3425564765930176,0.05681688974800636,-0.17509251832962036,-0.3878325819969177,0.058076503530173795,-0.11742168664932251,-0.1524924635887146,0.04387586455050041,-0.1552579700946808,-0.20954924821853638,0.05063460658493568,-0.17425495386123657,-0.2526325583457947,0.03727568949761917,-0.18574965000152588,-0.29521340131759644,0.028416856035619276,-0.12801167368888855,-0.08277559280395508,0.04603523279729416,-0.1692815124988556,-0.07777583599090576,0.04407765980067779,-0.1763128936290741,-0.06983000040054321,0.03493092472854187,-0.16798514127731323,-0.06797558069229126,0.02981796193125774
WATER,0.0,0.0,0.0,-0.05930197238922119,-0.07415002584457397,-0.043395698815743344,-0.10727196931838989,-0.11811840534210205,-0.030294504761855023,-0.15237879753112793,-0.10585838556289673,-0.004990550503293889,-0.18382295966148376,-0.08727103471755981,0.028258926421244723,-0.08841341733932495,-0.2625960111618042,0.023163533955653293,-0.1190384030342102,-0.34869158267974854,0.04295322597010909,-0.14069637656211853,-0.40035486221313477,0.056254807114441974,-0.15379279851913452,-0.44091543555259705,0.0678369022904235,-0.09941244125366211,-0.2173476219177246,0.05866509601457892,-0.13086670637130737,-0.3082040548324585,0.08929593041523276,-0.15021154284477234,-0.35559624433517456,0.10785736814125357,-0.1627732217311859,-0.4011404514312744,0.12331063225849448,-0.10749340057373047,-0.1665785312652588,0.08546818718298255,-0.1437506079673767,-0.22722268104553223,0.1051615841685134,-0.16426464915275574,-0.2649689316749573,0.10643041059358893,-0.1802956759929657,-0.30218833684921265,0.11112471595390616,-0.11732327938079834,-0.11093568801879883,0.10690031871183692,-0.15336692333221436,-0.1258421540260315,0.11523798033579169,-0.1682867407798767,-0.13312822580337524,0.11218799576147376,-0.17211291193962097,-0.14001977443695068,0.11392265483721076
WATER,0.0,0.0,0.0,-0.06444275379180908,-0.032368361949920654,-0.026606130135398587,-0.12171220779418945,-0.11278015375137329,-0.02080725198720046,-0.16533350944519043,-0.17613929510116577,-0.00747942943234392,-0.15886828303337097,-0.21868759393692017,0.01016370886828355,-0.062453627586364746,-0.2935555577278137,0.0007911056618539192,-0.09547758102416992,-0.39998167753219604,-0.0037860518332237802,-0.12413454055786133,-0.46642351150512695,-0.012066633162241658,-0.14326387643814087,-0.5238711833953857,-0.01837431890998431,-0.05026578903198242,-0.30861276388168335,0.012417800071496288,-0.0771988034248352,-0.4462239742279053,0.012885795253176013,-0.10204678773880005,-0.5278582274913788,0.007148373219031612,-0.12049457430839539,-0.6037859916687012,0.0029160443682556547,-0.03900986909866333,-0.3053432106971741,0.018791091906685153,-0.06686079502105713,-0.430519700050354,0.012999498563665668,-0.08911848068237305,-0.512368232011795,-0.004553684686463555,-0.1052899956703186,-0.5882124304771423,-0.01611732943091937,-0.03095078468322754,-0.2825942039489746,0.022638029697198192,-0.06504935026168823,-0.34996122121810913,0.010734340454298774,-0.08836251497268677,-0.37825870513916016,-0.003282938339900454,-0.10378503799438477,-0.4020995497703552,-0.012089077104967316
WATER,0.0,0.0,0.0,-0.07136869430541992,-0.02932077646255493,-0.04388865056236568,-0.13872498273849487,-0.12765175104141235,-0.04121926772197071,-0.182760089635849,-0.20398658514022827,-0.028409545968969496,-0.1678929328918457,-0.22693324089050293,-0.010474762607117327,-0.08306771516799927,-0.30727481842041016,-0.00400817134206477,-0.11808979511260986,-0.42062926292419434,0.0012390301956486383,-0.13753625750541687,-0.48635420203208923,0.0015373957969870844,-0.14768075942993164,-0.5437353253364563,0.001418536451893715,-0.07621645927429199,-0.31476861238479614,0.019602092255155412,-0.09852540493011475,-0.45024046301841736,0.03628189888993916,-0.11794412136077881,-0.5265179872512817,0.041096680138508646,-0.13025826215744019,-0.5955236852169037,0.04377471310297665,-0.06908142566680908,-0.2986367344856262,0.03596824434796986,-0.11283618211746216,-0.3833377957344055,0.0422130974868935,-0.14797213673591614,-0.4089272618293762,0.027165062997738687,-0.16856950521469116,-0.43629854917526245,0.01746862967709717,-0.06159508228302002,-0.26340794563293457,0.04763883752028164,-0.11119771003723145,-0.27884894609451294,0.04385881898204502,-0.13344377279281616,-0.25788527727127075,0.03058348809580025,-0.13897094130516052,-0.2347540259361267,0.0225596598277491
WATER,0.0,0.0,0.0,-0.05884355306625366,-0.046147048473358154,-0.02729657605928537,-0.11312353610992432,-0.1213487982749939,-0.014511378823641508,-0.15715238451957703,-0.15671008825302124,0.004715778057601483,-0.167540043592453,-0.15550696849822998,0.029089751311715872,-0.07165181636810303,-0.27774983644485474,0.023569059216555388,-0.09885990619659424,-0.3657480478286743,0.033203371458824904,-0.11792337894439697,-0.42323076725006104,0.03953400313216093,-0.12621426582336426,-0.4693353772163391,0.04570630996781233,-0.07496541738510132,-0.2664054036140442,0.03890471591907385,-0.09789055585861206,-0.3688024878501892,0.05873329251366499,-0.11669015884399414,-0.42338457703590393,0.07030341460662726,-0.1294865906238556,-0.4781152009963989,0.08162382676559332,-0.07415950298309326,-0.24170464277267456,0.046575900756892,-0.10704553127288818,-0.31723541021347046,0.05218675046521071,-0.13140058517456055,-0.3645680546760559,0.04377716093617323,-0.14715895056724548,-0.4135190546512604,0.04217981978612784,-0.07514023780822754,-0.20090258121490479,0.05077191128688696,-0.12312367558479309,-0.20599806308746338,0.04542644380885008,-0.14445078372955322,-0.19069534540176392,0.037032086991843016,-0.15077057480812073,-0.1772964596748352,0.035671685480650694
WATER,0.0,0.0,0.0,-0.06488686800003052,-0.027539849281311035,-0.05203581941430002,-0.1337127387523651,-0.11652201414108276,-0.05497907814685732,-0.18789076805114746,-0.17743659019470215,-0.04731964659993082,-0.1847921907901764,-0.20310157537460327,-0.03450770643655687,-0.08639246225357056,-0.31230902671813965,-0.01352067818049818,-0.11928528547286987,-0.4311531186103821,-0.01412260313634306,-0.13656234741210938,-0.5035443305969238,-0.016776917177480755,-0.1440211832523346,-0.5653262138366699,-0.017716250988883075,-0.08343237638473511,-0.3132951259613037,0.012540027824002209,-0.1043960452079773,-0.44858619570732117,0.02451367336209387,-0.12583333253860474,-0.5246395766735077,0.027731201004939976,-0.13757753372192383,-0.5925123691558838,0.030542914149123135,-0.07904928922653198,-0.28869086503982544,0.030621007409649792,-0.12755388021469116,-0.35895848274230957,0.03183674472268194,-0.16966822743415833,-0.3705851435661316,0.01549738398637146,-0.19120430946350098,-0.3901716470718384,0.006727078323024216,-0.073844313621521,-0.2449265718460083,0.04340169983800024,-0.12674862146377563,-0.255973756313324,0.03539079087670416,-0.15237686038017273,-0.22699272632598877,0.02102233688231081,-0.15719497203826904,-0.20010995864868164,0.013577792186993065
WATER,0.0,0.0,0.0,-0.060720086097717285,-0.07750880718231201,-0.03482101284896544,-0.11250072717666626,-0.10595571994781494,-0.022378278756491454,-0.15229612588882446,-0.0713273286819458,-0.0025876749772351104,-0.18108916282653809,-0.04197514057159424,0.023178432276495187,-0.10032778978347778,-0.23029929399490356,0.04506629160607645,-0.1290314793586731,-0.30869781970977783,0.07740432969296762,-0.14798566699028015,-0.35333186388015747,0.09787085107529947,-0.15977129340171814,-0.3853328824043274,0.11335573545659372,-0.10535931587219238,-0.17334741353988647,0.07576934448445627,-0.1389687955379486,-0.24123305082321167,0.12198917767966577,-0.16222652792930603,-0.2780507802963257,0.14559792182410547,-0.1754688024520874,-0.3129730224609375,0.1624118109699566,-0.10775327682495117,-0.11782419681549072,0.09781716964209863,-0.14605304598808289,-0.16456294059753418,0.13339841566050836,-0.16969850659370422,-0.19305074214935303,0.14065468511546442,-0.1858866810798645,-0.21420788764953613,0.14630082449878046,-0.11096590757369995,-0.06522595882415771,0.11414478919471094,-0.14562779664993286,-0.07861411571502686,0.13490030369723627,-0.15999490022659302,-0.0856480598449707,0.1383334567304928,-0.16314125061035156,-0.09097617864608765,0.14299547872508356
